"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AR465","M48","NRS1","P10","R50","V521"
"group_1633","","hypothetical protein","1","1","1","1","2308","1","145","","1166","1166","1166","","","","P10_02109","",""
"group_1634","","hypothetical protein","1","1","1","1","1689","1","43","","557","557","557","","","","P10_01337","",""
"group_1635","","hypothetical protein","1","1","1","1","2307","1","144","","557","557","557","","","","P10_02110","",""
"group_1636","","hypothetical protein","1","1","1","1","1690","1","44","","1961","1961","1961","","","","P10_01338","",""
"group_1637","","hypothetical protein","1","1","1","1","2306","1","143","","1961","1961","1961","","","","P10_02111","",""
"group_1638","","hypothetical protein","1","1","1","1","1691","1","45","","185","185","185","","","","P10_01339","",""
"group_1639","","hypothetical protein","1","1","1","1","2305","1","142","","185","185","185","","","","P10_02112","",""
"group_1640","","hypothetical protein","1","1","1","1","1692","1","46","","401","401","401","","","","P10_01340","",""
"group_1641","","hypothetical protein","1","1","1","1","2304","1","141","","401","401","401","","","","P10_02113","",""
"group_1642","","hypothetical protein","1","1","1","1","1693","1","47","","254","254","254","","","","P10_01341","",""
"group_1643","","hypothetical protein","1","1","1","1","2303","1","140","","254","254","254","","","","P10_02114","",""
"group_1644","","hypothetical protein","1","1","1","1","1773","1","303","","206","206","206","","","","P10_01348","",""
"group_1645","","hypothetical protein","1","1","1","1","2296","1","133","","206","206","206","","","","P10_02121","",""
"group_1646","","hypothetical protein","1","1","1","1","1774","1","481","","203","203","203","","","","P10_01349","",""
"group_1647","","hypothetical protein","1","1","1","1","2295","1","132","","203","203","203","","","","P10_02122","",""
"group_1648","","hypothetical protein","1","1","1","1","1775","1","482","","236","236","236","","","","P10_01350","",""
"group_1649","","hypothetical protein","1","1","1","1","2294","1","131","","236","236","236","","","","P10_02123","",""
"group_165","","PTS system EIIBC component","1","1","1","1","2804","38","3","","1226","1226","1226","","M48_00166","","","",""
"group_1650","","hypothetical protein","1","1","1","1","1821","1","479","","200","200","200","","","","P10_01353","",""
"group_1651","","hypothetical protein","1","1","1","1","2291","1","128","","200","200","200","","","","P10_02126","",""
"group_1652","","hypothetical protein","1","1","1","1","1820","1","478","","206","206","206","","","","P10_01354","",""
"group_1653","","hypothetical protein","1","1","1","1","2290","1","127","","206","206","206","","","","P10_02127","",""
"group_1654","","hypothetical protein","1","1","1","1","1819","1","477","","2447","2447","2447","","","","P10_01355","",""
"group_1655","","hypothetical protein","1","1","1","1","2289","1","126","","2447","2447","2447","","","","P10_02128","",""
"group_1656","","hypothetical protein","1","1","1","1","1818","1","476","","290","290","290","","","","P10_01356","",""
"group_1657","","hypothetical protein","1","1","1","1","2288","1","125","","290","290","290","","","","P10_02129","",""
"group_1658","","hypothetical protein","1","1","1","1","1817","1","475","","1358","1358","1358","","","","P10_01357","",""
"group_1659","","hypothetical protein","1","1","1","1","2287","1","124","","1358","1358","1358","","","","P10_02130","",""
"group_1660","","hypothetical protein","1","1","1","1","1816","1","474","","437","437","437","","","","P10_01358","",""
"group_1661","","hypothetical protein","1","1","1","1","2286","1","123","","437","437","437","","","","P10_02131","",""
"group_1662","","hypothetical protein","1","1","1","1","1815","1","473","","314","314","314","","","","P10_01359","",""
"group_1663","","hypothetical protein","1","1","1","1","2353","1","122","","314","314","314","","","","P10_02132","",""
"group_1664","","hypothetical protein","1","1","1","1","2985","1","472","","305","305","305","","","","P10_01360","",""
"group_1665","","hypothetical protein","1","1","1","1","2354","1","121","","305","305","305","","","","P10_02133","",""
"group_1666","","hypothetical protein","1","1","1","1","2986","1","471","","1691","1691","1691","","","","P10_01361","",""
"group_1667","","hypothetical protein","1","1","1","1","2355","1","120","","1691","1691","1691","","","","P10_02134","",""
"group_1668","","hypothetical protein","1","1","1","1","2987","1","470","","1238","1238","1238","","","","P10_01362","",""
"group_1669","","hypothetical protein","1","1","1","1","2356","1","119","","1238","1238","1238","","","","P10_02135","",""
"group_1670","clpP_2","ATP-dependent Clp protease proteolytic subunit","1","1","1","1","2988","1","469","","773","773","773","","","","P10_01363","",""
"clpP_4","","ATP-dependent Clp protease proteolytic subunit","1","1","1","1","2357","1","221","","773","773","773","","","","P10_02136","",""
"group_1672","","hypothetical protein","1","1","1","1","2989","1","468","","1163","1163","1163","","","","P10_01364","",""
"group_1673","","hypothetical protein","1","1","1","1","2358","1","222","","1163","1163","1163","","","","P10_02137","",""
"group_1674","","hypothetical protein","1","1","1","1","2990","1","467","","278","278","278","","","","P10_01365","",""
"group_1675","","hypothetical protein","1","1","1","1","2359","1","223","","278","278","278","","","","P10_02138","",""
"group_1676","","hypothetical protein","1","1","1","1","2991","1","466","","332","332","332","","","","P10_01366","",""
"group_1677","","hypothetical protein","1","1","1","1","2360","1","224","","332","332","332","","","","P10_02139","",""
"group_1678","","hypothetical protein","1","1","1","1","2992","1","465","","401","401","401","","","","P10_01367","",""
"group_1679","","hypothetical protein","1","1","1","1","2361","1","225","","401","401","401","","","","P10_02140","",""
"group_1680","","hypothetical protein","1","1","1","1","2993","1","464","","395","395","395","","","","P10_01368","",""
"group_1681","","hypothetical protein","1","1","1","1","2362","1","226","","395","395","395","","","","P10_02141","",""
"group_1682","","hypothetical protein","1","1","1","1","2994","1","463","","641","641","641","","","","P10_01369","",""
"group_1683","","hypothetical protein","1","1","1","1","2363","1","227","","641","641","641","","","","P10_02142","",""
"group_1684","","hypothetical protein","1","1","1","1","2995","1","462","","455","455","455","","","","P10_01370","",""
"group_1685","","hypothetical protein","1","1","1","1","2364","1","228","","455","455","455","","","","P10_02143","",""
"group_1686","","hypothetical protein","1","1","1","1","2996","1","461","","350","350","350","","","","P10_01371","",""
"group_1687","","hypothetical protein","1","1","1","1","2365","1","229","","350","350","350","","","","P10_02144","",""
"group_1688","","hypothetical protein","1","1","1","1","2997","1","460","","158","158","158","","","","P10_01372","",""
"group_1689","","hypothetical protein","1","1","1","1","2366","1","230","","158","158","158","","","","P10_02145","",""
"smc_1","","Chromosome partition protein Smc","1","1","1","1","2998","1","459","","6200","6200","6200","","","","P10_01373","",""
"smc_2","","Chromosome partition protein Smc","1","1","1","1","2367","1","231","","6200","6200","6200","","","","P10_02146","",""
"group_1692","","hypothetical protein","1","1","1","1","2999","1","458","","824","824","824","","","","P10_01374","",""
"group_1693","","hypothetical protein","1","1","1","1","2368","1","232","","824","824","824","","","","P10_02147","",""
"group_1694","","hypothetical protein","1","1","1","1","3000","1","457","","1583","1583","1583","","","","P10_01375","",""
"group_1695","","hypothetical protein","1","1","1","1","2369","1","233","","1583","1583","1583","","","","P10_02148","",""
"group_1696","","hypothetical protein","1","1","1","1","3001","1","456","","290","290","290","","","","P10_01376","",""
"group_1697","","hypothetical protein","1","1","1","1","2370","1","234","","290","290","290","","","","P10_02149","",""
"group_1698","","hypothetical protein","1","1","1","1","3002","1","455","","1910","1910","1910","","","","P10_01377","",""
"group_1699","","hypothetical protein","1","1","1","1","2371","1","235","","1910","1910","1910","","","","P10_02150","",""
"group_1700","","hypothetical protein","1","1","1","1","3003","1","454","","1466","1466","1466","","","","P10_01378","",""
"group_1701","","hypothetical protein","1","1","1","1","2372","1","236","","1466","1466","1466","","","","P10_02151","",""
"group_1702","","hypothetical protein","1","1","1","1","3004","1","453","","389","389","389","","","","P10_01379","",""
"group_1703","","hypothetical protein","1","1","1","1","2373","1","237","","389","389","389","","","","P10_02152","",""
"group_1704","","hypothetical protein","1","1","1","1","3005","1","452","","164","164","164","","","","P10_01380","",""
"group_1705","","hypothetical protein","1","1","1","1","2374","1","238","","164","164","164","","","","P10_02153","",""
"mtlA_2","","PTS system mannitol-specific EIICB component","1","1","1","1","1164","116","1","","323","323","323","","","","P10_01423","",""
"group_1707","","hypothetical protein","1","1","1","1","2596","1","104","","713","713","713","","","","P10_01553","",""
"group_1708","","hypothetical protein","1","1","1","1","2597","1","109","","185","185","185","","","","P10_01555","",""
"group_1709","","hypothetical protein","1","1","1","1","1909","1","108","","146","146","146","","","","P10_01556","",""
"group_1710","","hypothetical protein","1","1","1","1","1910","1","107","","854","854","854","","","","P10_01557","",""
"group_1711","lexA_1","LexA repressor","1","1","1","1","1911","1","198","","716","716","716","","","","P10_01558","",""
"group_1712","","hypothetical protein","1","1","1","1","2601","1","199","","443","443","443","","","","P10_01560","",""
"group_1713","","hypothetical protein","1","1","1","1","2607","1","275","","209","209","209","","","","P10_01562","",""
"group_1714","","hypothetical protein","1","1","1","1","2602","1","101","","380","380","380","","","","P10_01565","",""
"group_1715","","hypothetical protein","1","1","1","1","1670","1","96","","302","302","302","","","","P10_01568","",""
"group_1716","","hypothetical protein","1","1","1","1","1739","1","8","","371","371","371","","","","P10_01578","",""
"group_1717","","hypothetical protein","1","1","1","1","2398","122","1","","404","404","404","","","","P10_01597","",""
"group_1718","","hypothetical protein","1","1","1","1","2392","1","209","","3785","3785","3785","","","","P10_01604","",""
"group_1719","","hypothetical protein","1","1","1","1","2382","1","210","","152","152","152","","","","P10_01605","",""
"uhpT_2","","Hexose-6-phosphate:phosphate antiporter","1","1","1","1","2797","71","1","","656","656","656","AR465_00720","","","","",""
"group_1720","","hypothetical protein","1","1","1","1","2383","1","211","","287","287","287","","","","P10_01606","",""
"group_1721","","hypothetical protein","1","1","1","1","2384","1","212","","230","230","230","","","","P10_01607","",""
"chp","","Chemotaxis inhibitory protein","1","1","1","1","2378","1","205","","449","449","449","","","","P10_01612","",""
"dinG_1","","3'-5' exonuclease DinG","1","1","1","1","2257","1","254","","920","920","920","","","","P10_02096","",""
"group_1724","lexA_2","LexA repressor","1","1","1","1","2256","1","111","","614","614","614","","","","P10_02097","",""
"group_1725","","hypothetical protein","1","1","1","1","2255","1","112","","227","227","227","","","","P10_02098","",""
"group_1726","","hypothetical protein","1","1","1","1","2254","1","113","","164","164","164","","","","P10_02099","",""
"group_1727","","hypothetical protein","1","1","1","1","2282","1","115","","218","218","218","","","","P10_02101","",""
"group_1728","","hypothetical protein","1","1","1","1","2283","1","116","","245","245","245","","","","P10_02102","",""
"group_1729","","hypothetical protein","1","1","1","1","2284","1","117","","365","365","365","","","","P10_02103","",""
"group_1730","","hypothetical protein","1","1","1","1","2285","1","118","","215","215","215","","","","P10_02104","",""
"group_1731","","hypothetical protein","1","1","1","1","3704","90","1","","131","131","131","","","","P10_02212","",""
"group_1732","","hypothetical protein","1","1","1","1","1683","1","377","","557","557","557","","","","P10_02728","",""
